1,37.5938,0,4,1.18124e+027,46
2,40.7695,1.73906,84,17,10050
3,40.9492,4.34456,143,17,20436
4,40.9492,8.91188,183,17,30072
5,40.9492,11.9747,220,19,40963
6,40.9531,12.7011,258,24,50340
7,41.2656,12.7884,287,28,60933
8,41.2656,12.44,310,33,70312
9,41.2656,12.4783,339,38,80349
10,41.2656,12.8966,351,41,90063
11,41.2656,12.5566,375,46,100446
12,41.2656,12.5514,426,54,121365
13,41.2734,12.6442,441,58,130122
14,41.2734,12.6192,464,62,140616
15,41.2734,12.7063,482,67,150258
16,41.2734,12.4643,503,70,160557
17,41.2891,12.5817,515,75,171213
18,41.2891,12.6563,531,79,180636
19,41.418,12.5013,549,83,190134
20,41.418,12.4996,567,87,200274
21,41.418,12.444,581,91,212067
22,41.418,12.5055,594,96,220320
23,41.418,12.6433,608,99,230103
24,41.418,12.6195,626,103,240417
25,41.4609,12.5471,645,107,250041
26,41.4609,12.5535,658,111,261556
27,41.4609,12.3659,665,117,271056
28,41.4609,12.5671,682,119,280423
29,41.4609,12.5077,695,123,291198
30,41.4609,12.4304,712,128,300256
31,41.4609,12.3798,722,132,311007
32,41.4648,12.46,736,136,320779
33,41.4648,12.6764,744,140,331524
34,41.4648,12.4004,754,145,340351
35,41.4648,12.4671,780,151,360048
36,41.5898,12.5174,788,158,370581
37,41.7773,12.5612,806,161,381324
38,41.7773,12.6324,814,164,390580
39,41.7773,12.529,822,168,400371
40,41.7461,12.5031,838,172,411166
41,41.7461,12.4225,846,178,420300
42,41.7461,12.4732,855,183,431613
43,41.7461,12.5473,865,185,440455
44,41.7461,12.5252,876,190,451044
45,41.7461,12.4905,890,193,460356
46,41.7461,12.5002,902,196,470298
47,41.7461,12.5347,912,201,481230
48,41.7461,12.4288,921,204,490260
49,41.7461,12.4944,935,207,500187
50,41.7461,12.5229,941,212,511323
51,41.7461,12.554,949,218,520165
52,41.7461,12.5187,956,221,530238
53,41.7461,12.547,981,229,551121
54,41.7461,12.4899,991,233,562120
55,41.7461,12.5624,997,237,570454
56,41.7461,12.4621,1009,239,580447
57,41.7461,12.5222,1024,250,600034
58,41.7578,12.4492,1032,254,610161
59,41.7734,12.4773,1041,257,620172
60,41.7734,12.496,1054,262,630475
61,41.8984,12.5919,1063,264,642472
62,41.8984,12.4861,1070,269,651078
63,41.8984,12.4087,1075,273,661216
64,41.8984,12.4591,1082,279,671196
65,41.8984,12.462,1089,283,680022
66,41.8984,12.452,1101,286,690195
67,41.8984,12.5546,1110,290,702114
68,41.8984,12.4509,1118,294,710700
69,41.8984,12.5777,1134,296,721468
70,41.8984,12.5611,1144,299,731278
71,41.8984,12.6056,1152,301,740241
72,41.8984,12.4368,1155,306,750177
73,41.8984,12.527,1160,313,760248
74,41.8984,12.5461,1168,318,770158
75,41.8984,12.4882,1181,320,781368
76,41.8984,12.5495,1190,323,792681
77,41.8984,12.4447,1197
